ARTIST,TITLE,FORMAT,PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
LEVEL,IGNORANCE IS THIS,"7""", $	5.00 ,PUNK,RES140,AUS,NEW,NEW,Resist Records,"2016 DEBUT 7"" FROM ADELAIDE HC BAND: RESIST RECORDS",V71178
L-FRESH THE LION,SOUTH WEST,2LP, $	30.00 ,HIP HOP,ACE238V,AUS,NEW,NEW,Elefant Traks,NEW 2020 STUDIO ALBUM FROM THE SOUTH-WEST SYDNEY RAPPER: 2xLP VINYL PRESS w/ BONUS TRACKS,VZ4949
LIAM GALLAGHER,C'MON YOU KNOW: COLOUR,1LP, $	60.00 ,ROCK,9029639687,EU,NEW,NEW,Warner Bros. Records,INDIE-EXCLUSIVE CLEAR VINYL PRESS OF THE NEW 2022 SOLO RELEASE,VY16136
LIANNE LA HAVAS,LIANNE LA HAVAS,1LP, $	50.00 ,SOUL,19029526501,USA,NEW,NEW,Warner Bros. Records,ACCLAIMED 2020 STUDIO RELEASE FROM THE BRITISH SOUL SINGER & HER 1st ALBUM IN 5 YEARS!,VY12897
"LIBERTIES, THE",COLOUR OF MY CAR,"10""", $	8.00 ,ROCK,CHSP103553,UK,VG+,VG+,Chrysalis Records,"4-TRACK 10"" PIC SLEEVE EP FROM 1990",VF62
LIFE & LIMB,FOUR ISLANDS,"10""", $	8.00 ,PUNK,GFR01,AUS,VG+,EX,Gut Feeling Records,DEBUT 2011 E.P. FROM SYDNEY PUNK BAND: LIMITED ORANGE VINYL,VF136
LIFE WITHOUT BUILDINGS,ANY OTHER CITY: REISSUE,1LP, $	40.00 ,ALTERNATIVE,TUGLP023,EU,NEW,NEW,Tugboat Records,2021/20th ANNIVERSARY RE-PRESS OF THE LONE ALBUM 2001 FROM THE SCOTTISH GROUP,VY14329
"LIGHTHOUSE KEEPERS, THE",IMPLODING,1LP, $	30.00 ,ROCK,DAMP33,AUS,VG,EX,Waterfront Records,"SCARCE 1986 COMPILATION OF EARLY 7"" & E.P. TRACKS: ORIG. WATERFRONT RECORDS PRESS w/ PRINTED INNER",VS5151
LIGHTNIN' HOPKINS,LIGHTNIN' SAM HOPKINS: REISSUE,1LP, $	42.00 ,BLUES,F1011,USA,NEW,NEW,Arhoolie Productions,2016 ARHOOLIE RECORDS LIMITED PURPLE VINYL REPRESS OF THE 1962 RELEASE,VY13969
LIL KIM,9: RSD 2020,1LP, $	25.00 ,HIP HOP,EOMLP46313,USA,NEW,NEW,eOne Music,RSD 2020 & 1st TIME PRESS OF HER 2019 STUDIO RELEASE ON COLOUR VINYL: LIMITED TO 1200 COPIES,VY13500
LILLIE MAE,FOREVER AND THEN SOME,1LP, $	20.00 ,ALTERNATIVE,TMR422,USA,EX,EX,Third Man Records,THIRD MAN RECORDS GATEFOLD PRESS OF THE 2017 DEBUT SOLO LP FROM ILLINOIS ALT-COUNTRY & BLUEGRASS SINGER,VS20620
LIMINAL,PLACE,1LP, $	45.00 ,ALTERNATIVE,RSR001,AUS,NEW,NEW,Red Satin Recordings,2021 DEBUT LP FROM LISMORE PSYCH-ROCK BAND,VY15633
LINDA SMITH,TILL ANOTHER TIME,1LP, $	25.00 ,ALTERNATIVE,CT335LP,USA,NEW,NEW,Captured Tracks,NEW 2021 RETROSPECTIVE FROM BALTIMORE LO-FI SONGWRITER FEAT. SOLO MATERIAL FROM 1988-1996,VY14140
LINGUA IGNOTA,SINNER GET READY,2LP, $	45.00 ,METAL,SH253,USA,NEW,NEW,Sargent House,ANTICIPATED NEW 2021 SOLO ALBUM FROM EXPERIMENTAL U.S. ARTIST KRISTEN HAYTER: 2xLP PRESS,VZ5641
LINTON KWESI JOHNSON,MAKING HISTORY: RSD 2021,1LP, $	40.00 ,REGGAE,3538117,EU,NEW,NEW,Island Records,UK RSD 2021 ABBEY ROAD STUDIOS REMASTER OF THE 1984 ALBUM ON YELLOW VINYL BY THE BRITISH-BASED AUTHOR & DUB POET,VY14604
"LIPSTICK KILLERS, THE",STRANGE FLASH: COLOUR,2LP, $	55.00 ,PUNK,GUWDM009CV,AUS,NEW,NEW,Grown Up Wrong! Records,NEW 2021 ANTHOLOGY FROM THE LEGENDARY AUSTRALIAN PUNK BAND: LIMITED 2xLP ORANGE VINYL PRESS,VZ5402
"LIPSTICK KILLERS, THE",STRANGE FLASH,2LP, $	55.00 ,PUNK,GUWDM009LP,AUS,NEW,NEW,Grown Up Wrong! Records,NEW 2021 ANTHOLOGY FROM THE LEGENDARY AUSTRALIAN PUNK BAND: 2xLP BLACK VINYL PRESS,VZ5403
LISTENER,BEING EMPTY : BEING FULL,1LP, $	20.00 ,ALTERNATIVE,SOS170,GER,NEW,NEW,Sounds Of Subterrania,2018 ALBUM & 1st IN 5yrs: 180-GRAM BLACK PRESS,VY9609
LITTLE RIVER BAND,AFTER HOURS,1LP, $	5.00 ,ROCK,EMC2546,AUS,VG,EX,EMI Music,ORIG. OZ EMI PRESS OF THE 1976 ALBUM + INNER,VS3906
LITTLE RIVER BAND,DIAMANTINA COCKTAIL,1LP, $	10.00 ,ROCK,EMC2575,AUS,VG+,VG+,EMI Music,"3rd LP FEAT. THE HIT ""HELP IS ON IT'S WAY"" - ORIG. OZ EMI PRESS w/ INNER",VS4094
LITTLE RIVER BAND,IT'S A LONG WAY THERE (GREATEST HITS),1LP, $	10.00 ,ROCK,EMA328,AUS,VG+,VG+,EMI Music,1978 EMI RECORDS OZ GATEFOLD COMPILATION LP FEAT. 11 TRACKS,VS5219
LITTLE SIMZ,SOMETIMES I MIGHT BE INTROVERT: CLEAR,2LP, $	45.00 ,HIP HOP,AGE101002LP,EU,NEW,NEW,AWAL Recordings Ltd,MILKY CLEAR 2xLP PRESS OF THE ACCLAIMED NEW 2021 STUDIO ALBUM,VZ5420
LITURGY,H.A.Q.Q.,1LP, $	48.00 ,METAL,NONE,USA,NEW,NEW,YLYLCYN,BELATED 2020 VINYL PRESS OF THE BLACK METAL BAND'S 4th STUDIO ALBUM FROM 2019,VY13260
LITURGY,ORIGIN OF THE ALIMONIES,1LP, $	45.00 ,METAL,YLYLCYN3,USA,NEW,NEW,YLYLCYN,BELATED 2021 PRESS OF LITUGY'S 5th STUDIO ALBUM FROM NOV 2020,VY13965
"LIVING END, THE",THE LIVING END: REISSUE,1LP, $	48.00 ,ALTERNATIVE,MOVLP1568,EU,NEW,NEW,Music On Vinyl,2016 EU 180-GRAM AUDIOPHILE REPRESS OF THE LEGENDARY 1998 DEBUT ALBUM,VY6152
"LIVING EYES, THE",PEAK HOUR TRAFFIC,"7""", $	10.00 ,ALTERNATIVE,ANT061,AUS,NEW,NEW,Antifade Records,"NEW 2-TRACK 7"" SINGLE FROM THE GEELONG GARAGE BAND ON ANTI-FADE RECORDS",V71537
LIZ GIZZAD,CRIME TRILOGY,"7""", $	10.00 ,PUNK,BET20,,NEW,NEW,Behemoth Records,LTD & NUMBERED/600 COPIES: UK PUNK BAND,V71198
LIZ PHAIR,WHITECHOCOLATESPACEGG: REISSUE,2LP, $	30.00 ,ALTERNATIVE,5723742,EU,NEW,NEW,Capitol Records,2018 'BACK TO BLACK' REPRESS OF PHAIR'S 3rd STUDIO ALBUM FROM 1998,VZ5888
LLOYD COLE,NO BLUE SKIES,"7""", $	8.00 ,ROCK,8735887,AUS,VG+,VG+,Polydor,"1990 PIC SLEEVE 7"" SINGLE b/w SHELLY I DO",V83697
LOCK UP,THE DREGS OF HADES: COLOUR,1LP, $	48.00 ,METAL,POSH580,USA,NEW,NEW,Listenable Records,NEW 2021 STUDIO RELEASE FROM THE BRITISH DEATHGRING GROUP: LIMITED RED VINYL PRESSING,VY15386
LOGIC SYSTEM,VENUS: REISSUE,1LP, $	50.00 ,NEW-WAVE,WWSLP35,EU,NEW,NEW,Wewantsounds,2020 EU IMPORT VINYL RE-ISSUE OF THE 1981 SYNTH CLASSIC FROM Y.M.O. KEYBOARDIST,VY13330
LOJETZ,LOJETZ,1LP, $	30.00 ,PUNK,LOJETZ1,AUS,NEW,NEW,Self Released / Independent,2021 DEBUT LP FROM THE SYDNEY PUNK TRIO FEAT. EX-MEMBERS OF GRAND FATAL,VY15522
LOOSE FIT,SOCIAL GRACES,1LP, $	35.00 ,ALTERNATIVE,FATLP165,UK,NEW,NEW,Fatcat Records,2022 DEBUT LP FROM THE SYDNEY POST-PUNK QUARTET: LIMITED GREEN VINYL PRESS ON FATCAT RECORDS,VY16044
LORD MANTIS,UNIVERSAL DEATH CHURCH,1LP, $	30.00 ,METAL,PFL232LP,USA,NEW,NEW,Profound Lore Records,NEW 2019 LP FROM THE U.S. BLACKENED METAL BAND ON PROFOUND LORE,VY12192
LORDE,SOLAR POWER,1LP, $	60.00 ,POP,3817648,EU,NEW,NEW,Universal Records,ANTICIPATED NEW 2020 ALBUM & 3rd SOLO RELEASE FROM THE N.Z. SINGER,VY14963
LOS LOBOS,LLEGO NAVIDAD,1LP, $	48.00 ,CHRISTMAS,R16044538,USA,NEW,NEW,Rhino Entertainment,2019 CHRISTMAS ALBUM FROM THE LEGENDARY CALIFORNIAN TEX-MEX OUTFIT,VY15202
LOST TALK,SIGNAL / SYMBOL,1LP, $	25.00 ,ALTERNATIVE,SPOOKYV13,AUS,NEW,NEW,Spooky Records,2018 DEBUT STUDIO ALBUM FROM NOISY MELBOURNE SEXTET,VY9637
LOST TALK,TENTERHOOKS,1LP, $	30.00 ,ALTERNATIVE,SPOOKYV016,AUS,NEW,NEW,Spooky Records,2019 2nd & FINAL LP FROM THE DEFUNCT MELB OUTFIT: LTD/110 COPIES ONLY,VY11870
LOST UNDER HEAVEN,LOVE HATES WHAT YOU BECOME,1LP, $	10.00 ,ALTERNATIVE,STUMM427,EU,NEW,NEW,Mute Records,2019 STUDIO ALBUM FROM THE BRITISH DUO (EX-MEMBERS OF SWANS & WU LYF),VY11171
LOU CHRISTIE,LIGHTNIN' STRIKES,1LP, $	15.00 ,POP,E4360,USA,VG+,EX,MGM Records,U.S. IMPORT MGM RECORDS PRESS OF THE 1965 LP,VS18898
LOU REED,SET THE TWILIGHT REELING: RSD 2021,2LP, $	55.00 ,ROCK,R146159,GER,NEW,NEW,Rhino Entertainment,RSD 2021 REPRESS OF THE 1995 STUDIO ALBUM: LIMITED TO 9000 COPIES,VZ5702
LOUGHNAN & MURPHY,FEEL THE BREEZE,1LP, $	20.00 ,JAZZ,YPRX1862,AUS,VG,VG+,Seaside Music,RARE 1981 COLLABORATION ALBUM FROM TWO AUS JAZZ MUSICIANS; LOUGHNAN (REED) & MUPHY (GUITAR),VS20514
LOUIS TOMLINSON,WALLS,1LP, $	60.00 ,POP,19075809691,USA,NEW,NEW,Seventh Dagger Records,2020 DEBUT SOLO ALBUM FROM UK SINGER & ONE DIRECTION MEMBER,VY13727
LOUIS VAN DYKE,'ROUND MIDNIGHT,1LP, $	10.00 ,JAZZ,SBR235844,AUS,VG+,VG+,CBS Records,1977 CBS MASTERWORKS COMPILATION LP FROM DUTCH PIANIST,VS18088
LOVE,FOREVER CHANGES: REISSUE,1LP, $	40.00 ,ROCK,8122797115,EU,NEW,NEW,Rhino Entertainment,2012 RHINO RECORDS 180-GRAM EU RE-ISSUE OF THE 1967 PSYCH-FOLK OPUS!,VY2658
LOVE,FOREVER CHANGES: REISSUE MONO,1LP, $	48.00 ,ROCK,RM174013,EU,NEW,NEW,Elektra Entertainment Group,2020 ROCKTOBER LIMITED EDITION 180-GRAM MONO REPRESS OF THE 1967 PSYCH CLASSIC,VY13436
LOVE MINUS ZERO,MARY SAYS,"7""", $	20.00 ,ROCK,MR36,AUS,NEW,NEW,Method Recordings,LIMITED 2019 SINGLE ON METHOD RECORDS: NUMBERED/100 COPIES ONLY!,V71542
LOVEBABIES,BLUE EARTH ANGEL,"10""", $	10.00 ,ALTERNATIVE,VVR5001286P,UK,VG+,EX,V2 Music,"RARE 1998 UK PROMO ONLY 2-TRACK 10""",VF59
"LOVIN' SPOONFUL, THE",HUMS OF THE LOVIN' SPOONFUL,1LP, $	30.00 ,ROCK,AX701464,AUS,VG,VG+,Axis Records,RARE 1989 AXIS REPRESS OF THE 1966 STUDIO RELEASE,VS20374
LOW LIFE,FROM SQUATS TO LOTS: THE AGONY & XTC,1LP, $	35.00 ,ALTERNATIVE,LSD004,AUS,NEW,NEW,Lulus Sonic Disc Club,NEW 2021 STUDIO RELEASE & 3rd LP FROM THE LEGENDARY SYDNEY DIRGE-ROCK OUTFIT,VY15194
LOWELL GEORGE,THANKS I'LL EAT IT HERE,1LP, $	15.00 ,ROCK,BSK3194,AUS,VG+,VG+,Warner Bros. Records,LONE 1979 SOLO LP FROM LITTLE FEAT SONGWRITER: OZ WARNER BROS. PRESS w/ INNER,VS20741
LOWER BODY,LOWER BODY,"12""", $	10.00 ,ALTERNATIVE,BWR26,AUS,NEW,NEW,Black Wire Records,"2019 DEBUT 12"" FROM THE CANBERRA POST-PUNK QUARTET: HAND-NUMBERED/150 COPIES",VO327
"LOX, THE",LIVING OFF XPERIENCE: COLOUR,2LP, $	50.00 ,HIP HOP,ROC0052401,USA,NEW,NEW,Roc Nation,NEW 2021 STUDIO RELASE FROM THE U.S. HIP HOP TRIO: RED VINYL PRESSING,VZ5353
LUCA BRASI,EXTENDED FAMILY,1LP, $	30.00 ,PUNK,PCR044,USA,NEW,NEW,Poison City Records,2011 DEBUT ALBUM: POISON CITY RED COLOUR VINYL PRESSING,VY1684
LUCA BRASI,EVERYTHING IS TENUOUS: COLOUR,1LP, $	48.00 ,PUNK,CVLP100B,,NEW,NEW,Cooking Vinyl Records,NEW 2021 STUDIO ALBUM & THE 5th FULL LENGTH FROM THE TASSIE PUNKS: INDIE STORE EXCLUSIVE COLOUR PRESS LTD/300,VY13733
LUCERO,LUCERO: REISSUE,2LP, $	60.00 ,PUNK,LL042227LP,USA,NEW,NEW,Liberty & Lament,2022/20th ANNIVERSARY 1st TIME VINYL PRESS OF THE DEBUT ALBUM: 2LP BLACK VINYL,VZ5959
LUCINDA WILLIAMS,CAR WHEELS ON A GRAVEL ROAD: REISSUE,1LP, $	48.00 ,COUNTRY,MOVLP1125,EU,NEW,NEW,Music On Vinyl,2014 EU 180-GRAM AUDIOPHILE REPRESS OF WILLIAMS' SUPERB 1998 STUDIO RELEASE,VY15502
LUKAS NELSON & PROMISE OF THE REAL,TURN OFF THE NEWS (BUILD A GARDEN),1LP, $	30.00 ,COUNTRY,FAN00464,USA,EX,EX,Fantasy Records,"2019 STUDIO ALBUM FROM WILLIE NELSON'S SON & NEIL YOUNG'S BAND: 180-GRAM LP & 7"" SINGLE",VS19303
LUKE HEMMINGS,WHEN FACING THINGS WE TURN AWAY FROM,1LP, $	48.00 ,POP,19439931051,USA,NEW,NEW,Arista Records,2021 DEBUT STUDIO ALBUM FROM THE 5 SECONDS OF SUMMER MEMBER,VY15110
M AX NOI MACH,ONE DEEP,"10""", $	8.00 ,ALTERNATIVE,OZKDS009,SPA,EX,EX,Ozono Kids,"2006 10"" EP FROM SPANISH ELEC/NOISE/EXPERIMENTAL ARTIST",VF15
M83,"HURRY UP, WE'RE DREAMING (10th ANNIVERSA",2LP, $	50.00 ,ALTERNATIVE,M7571,EU,NEW,NEW,Naive,2022 10th ANNIVERSARY ORANGE VINYL 2LP REPRESS w/ UPDATED ARTWORK,VZ6008
MAC DEMARCO,HERE COMES THE COWBOY DEMOS,1LP, $	35.00 ,ALTERNATIVE,2812122330,USA,NEW,NEW,Caroline Records,2020 COMPANION PIECE TO THE RSD DEMOS RELEASE,VY13172
MAC MILLER,FACES: BOOTLEG,2LP, $	80.00 ,HIP HOP,MMFACES,USA,EX,EX,Remember Music,UNOFFICIAL 2018 2xLP COLOUR VINYL PRESS OF THE 2014 MIXTAPE CONTAINING UNCLEARED SAMPLES,VT3033
MAC MILLER,FACES (YELLOW EDITION),3LP, $	110.00 ,HIP HOP,9362488139,CAN,NEW,NEW,Warner Records,2021 3LP/YELLOW VINYL SET OF THE UNRELEASED MIXTAPE FROM 2014,VX326
MACH-HOMMY,PRAY FOR HAITI: PIC DISC,1LP, $	200.00 ,HIP HOP,DMSP076P,USA,NEW,NEW,Daupe!,"LIMITED 2021 RELEASE FROM THE N.J. RAPPER: PICTURE DISC PRESS No. 449/1,000",VY16048
MACHINA GENOVA,WEATHERED HEART,"10""", $	5.00 ,PUNK,BHR006,AUS,EX,EX,Broken Hive Records,"2012 DEBUT 10"" FROM CANBERRA HARDCORE BAND: BROKEN HIVE / LACKLUSTRE RECORDS",VF102
"MAD SCENE, THE",THE GREATEST TIME E.P.,"7""", $	15.00 ,ALTERNATIVE,MRG072,USA,VG+,EX,Merge Records,RARE 1995 E.P. ON MERGE RECORDS FEAT. HAMISH KILGOUR (THE CLEAN),V83671
MAD SEASON,ABOVE: REISSUE,2LP, $	60.00 ,ALTERNATIVE,MOVLP169,EU,NEW,NEW,Music On Vinyl,2015 EU 180-GRAM AUDIOPHILE 2LP REPRESS OF THE SOLE '95 ALBUM FEAT. PEARL JAM & ALICE IN CHAINS MEMBERS,VZ2694
"MAD TURKS, THE",WALKING DISASTER,"7""", $	15.00 ,ALTERNATIVE,K10019,AUS,VG+,VG+,Festival Records,RARE LIMITED EDITION 1990 SINGLE FROM THE ADELAIDE POWER POP BAND,V82756
"MAD TURKS, THE",TEMPERS FIRE,"7""", $	15.00 ,ALTERNATIVE,K783,AUS,VG+,VG+,Festival Records,SCARCE 1989 SINGLE ON FESTIVAL RECORDS,V82835
MADLIB,SOUND ANCESTORS,1LP, $	50.00 ,HIP HOP,MMS044LP,USA,NEW,NEW,Madlib Invazion,"NEW 2021 STUDIO RELEASE, ARRANGED BY KIERAN HEBDEN (FOUR TET)",VY13930
MADLIB,SHADES OF BLUE: REISSUE,2LP, $	60.00 ,HIP HOP,MOVLP1898,EU,NEW,NEW,Music On Vinyl,2017 EU 180-GRAM 2xLP AUDIOPHILE REPRESS OF THE ACCLAIMED 2003 RELEASE FROM THE U.S. HIP HOP ARTIST,VZ5685
MADONNA,BEDTIME STORIES: REISSUE,1LP, $	38.00 ,POP,8122797354,EU,NEW,NEW,Maverick Recording Comapny,2016 180-GRAM REISSUE OF MADONNA'S 6th STUDIO ALBUM FROM 1994,VY15303
MAGDALENA BAY,A LITTLE RHYTHM AND A WICKED FEELING,"12""", $	35.00 ,ALTERNATIVE,LUM020LP,EU,NEW,NEW,Luminelle Recordings,2020 E.P. FROM THE MIAMI SYNTH-POP DUO,VO722
MAGDALENA BAY,MERCURIAL WORLD,1LP, $	40.00 ,ALTERNATIVE,LUM030LP,USA,NEW,NEW,Luminelle Recordings,2021 DEBUT LP FROM THE MIAMI SYNTH-POP DUO: GATEFOLD PRESS w/ DL CODE,VY15591
MAGIC DIRT,SUPER TEAR / SEA,"7""", $	50.00 ,ROCK,JACK0027,AUS,G,VG+,Fellaheen Records,"ULTRA RARE 1993 DEBUT 7"" SINGLE: BLACK VINYL PROMO COPY (2ser texta writing on cover and label)",V8361
MAGIC DIRT,SIGNS OF SATANIC YOUTH: COLOUR REISSUE,"12""", $	35.00 ,ALTERNATIVE,EMERGENCY007LPV,AUS,NEW,NEW,Emergency Music,2019 COLOUR REPRESS (AGAIN!) OF THE 1993 E.P. - BLUE w/ YELLOW SPLATTER,VO333
MAGIC DIRT,WHAT ARE ROCK STARS DOING TODAY,1LP, $	50.00 ,ALTERNATIVE,5419709028,AUS,NEW,NEW,Warner Music,LIMITED EDITION 2020/20th ANNIVERSARY WHITE VINYL REPRESS OF THEIR 3rd STUDIO ALBUM,VY13469
MAGIC DIRT,FRIENDS IN DANGER: COLOUR,1LP, $	40.00 ,ALTERNATIVE,EMERGENCY009LPX,AUS,NEW,NEW,Emergency Music,NEW 2021 VINYL RE-ISSUE OF THE LONG OUT-OF-PRINT 1996 DEBUT ALBUM! LIMITED RED COLOUR PRESS IN EMBOSSED SLEEVE,VY14676
MAGMA,KÖHNTARKÖSZ: REISSUE COLOUR,1LP, $	60.00 ,PROG ROCK,MOVLP3044C,EU,NEW,NEW,Music On Vinyl,2022 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1974/5th STUDIO ALBUM FROM THE FRENCH GROUP: LIMITED NUMBERED & COLOURED PRESSING,VY16107
MAGNOLIA ELECTRIC CO.,JOSEPHINE,1LP, $	35.00 ,ALTERNATIVE,SC185LP,USA,NEW,NEW,Secretly Canadian,FINAL 2009 STUDIO ALBUM FROM JASON MOLINA & CO: U.S. IMPORT PRESS w/ DL CODE,VY979
MAHALIA JACKSON,GRAND PRIX 20,1LP, $	30.00 ,SOUL,29AP438,JAP,VG+,VG+,CBS Records,RARE 1977 JAPANESE IMPORT COMPILATION w/ ORIG. INSERT & OBI STRIP,VS20407
MAHALIA JACKSON,THE GREAT MAHALIA JACKSON,2LP, $	15.00 ,SOUL,S2BP220102,AUS,VG+,VG+,CBS Records,1972 COLLECTION FROM THE GREAT GOSPEL SINGER: OZ CBS RECORDS 2xLP GATEFOLD PRESS,VT367
MAHALIA JACKSON,THE SPIRIT OF CHRISTMAS,1LP, $	28.00 ,CHRISTMAS,VP90070C,EU,NEW,NEW,Vinyl Passion,2018 EU REPRESS OF JACKSON'S 1962 GOSPEL CHRISTMAS ALBUM,VY15250
MAJID JORDAN,MAJID JORDAN: RSD 2021,2LP, $	60.00 ,R'N'B,1654196,USA,NEW,NEW,OVO Sound,RSD 2021 & 5th ANNIVERSARY BLUE VINYL 2LP REPRESS OF THE 2016 DEBUT: LIMITED TO 2100 COPIES,VZ5455
MAKE DO AND MEND,BODIES OF WATER,"12""", $	20.00 ,PUNK,PR015,USA,EX,EX,Panic Records,U.S. RE-ISSUE OF THE 2009 E.P. RELEASE: 3rd PRESS ON WHITE VINYL w/ SILK-SCREENED B-SIDE LTD/250,VP1326
MAKE MORE,SPEND LIFE,1LP, $	10.00 ,ALTERNATIVE,BWR12,AUS,NEW,NEW,Black Wire Records,LONG-AWAITED 2016 DEBUT LP FROM BRIS TRIO,VY6990
MAKOTO KUBOTA & THE SUNSET GANG,DIXIE FEVER: REISSUE,1LP, $	55.00 ,ROCK,WWSLP58,EU,NEW,NEW,Wewantsounds,NEW 2021 REMASTER OF THE 1977 LP FROM MAKOTO KUBOTA & HIS GANG (FEAT. HARUOMO HOSONO),VY15121
MAMALEEK,OUT OF TIME,2LP, $	50.00 ,METAL,FR79,USA,NEW,NEW,Flenser Records,2018 ALBUM FROM THE SAN FRANCISCAN EXPERIMENTAL BLACK METAL DUO: 2xLP PRESS ON FLENSER RECORDS,VZ5591
MANDINGO,THE PRIMEVAL RHYTHM OF LIFE,1LP, $	20.00 ,SOUL,Q4TWO400,AUS,VG+,VG+,Columbia Records,RARE OZ COLUMBIA RECORDS QUADROPHONIC PRESS OF THE 1973 DEBUT,VS7354
MANFRED MANN'S EARTH BAND,NIGHTINGALES & BOMBERS,1LP, $	15.00 ,PROG ROCK,L36392,AUS,VG+,VG+,Bronze Rat Records,OZ BRONZE RECORDS PRESS OF THE 1975 STUDIO LP,VS1908
MANFRED MANN'S EARTH BAND,ANGEL STATION,1LP, $	15.00 ,PROG ROCK,L36816,AUS,VG,VG+,Bronze Rat Records,OZ BRONZE RECORDS PRESS OF THE '79 LP + INSERT,VS2434
MANFRED MANN'S EARTH BAND,WATCH,1LP, $	15.00 ,PROG ROCK,L36422,AUS,VG,VG,Bronze Rat Records,OZ BRONZE RECORDS PRESS OF THE 1978 LP + INNER,VS2439
"MANHATTANS, THE",THE MANHATTANS,1LP, $	10.00 ,SOUL,SBP234861,AUS,VG+,VG+,CBS Records,OZ CBS PRESS OF THE ACCLAIMED 1976 s/t LP,VS6920
MANIFESTO JUKEBOX / A DEATH IN THE FAMIL,A DEATH IN THE FAMILY / MANIFESTO JUKEBO,1LP, $	30.00 ,PUNK,PCR010LP,,VG+,EX,Poison City Records,2007 SPLIT ALBUM RELEASE ON POISON CITY + COMBAT ROCK INDUSTRY: LIMITED RED VINYL PRESS (50 COPIES ONLY!),VS18042
MANU DIBANGO & EL CUARTETO PATRIA,CUBAFRICA: REISSUE,1LP, $	55.00 ,JAZZ,SMV04,USA,NEW,NEW,SMV Records,2021 COLOUR VINYL REMASTER OF THE 1996 AFRO-CUBAN RECORDINGS,VY14861
MARC BOLAN & T. REX,SHADOWHEAD: REISSUE,1LP, $	45.00 ,ROCK,DEMREC873,UK,NEW,NEW,Demon Records,2021 REPRESS OF THE 2020 RSD RELEASE & 1st TIME VINYL PRESS OF THE 2001 COLLECTION: 180-GRAM BLACK  VINYL,VY14136
MARCIA HINES,LADIES AND GENTLEMAN,1LP, $	5.00 ,SOUL,ML702,AUS,VG+,VG+,Mirador Records,1977 STUDIO LP w/ PRINTED INNER,VS9723
MARIAH,UTAKATA NO HIBI,2LP, $	65.00 ,NEW-WAVE,EP009,EU,NEW,NEW,Everland Psych,2020 EU 2xLP 45RPM REMASTER OF THE FINAL 1983 ALBUM FROM JAPANESE EXPERIMENTAL SYNTH BAND,VZ5251
MARIAH CAREY,MERRY CHRISTMAS,1LP, $	55.00 ,CHRISTMAS,88875127161,EU,NEW,NEW,Columbia Records,THE CLASSIC 1994 MARIAH XMAS ALBUM! REPRESSED ON LIMITED EDITION RED VINYL,VY5927
MARIANNE FAITHFULL,A CHILD'S ADVENTURE,1LP, $	10.00 ,POP,RML53103,AUS,VG+,VG+,Island Records,10th STUDIO LP FROM 1983: OZ ISLAND RECORDS PRESS,VS3435
MARIANNE FAITHFULL,DANGEROUS ACQUAINTANCES,1LP, $	15.00 ,POP,ILPS9648,UK,VG+,VG+,Island Records,1981 FOLLOW-UP TO BROKEN ENGLISH: ISLAND RECORDS UK IMPORT PRESS w/ INNER,VS19993
MARIANNE FAITHFULL,THE MONTREUX YEARS,2LP, $	55.00 ,POP,BMGCAT505DLP,UK,NEW,NEW,BMG Music,NEW 2021 COLLECTION OF LIVE RECORDINGS FROM 1995-2009: 180-GRAM 2xLP SET,VZ5632
MARILYN MANSON,WE ARE CHAOS,1LP, $	35.00 ,ALTERNATIVE,LVR01432,EU,NEW,NEW,Loma Vista Records,NEW 2020 STUDIO ALBUM & HIS 11th FULL LENGTH: LIMITED WHITE VINYL PRESS,VY13263
MARK KNOPFLER,LOCAL HERO: HALF SPEED REMASTER,1LP, $	75.00 ,ROCK,865304,EU,NEW,NEW,UMC / Universal Music,LIMITED EDITION 2021 HALF-SPEED REMASTER OF THE 1983 SOUNDTRACK FROM DIRE STRAITS FRONTMAN,VY14319
MARK KOZELEK,ROCK 'N' ROLL SINGER,1LP, $	30.00 ,ALTERNATIVE,BRC993,USA,NEW,NEW,Badman Recording Co.,"(SUN KIL MOON) 2015 U.S. IMPORT 1st TIME VINYL PRESS OF THE 2000 MINI-ALBUM (2,000 COPIES ONLY)",VY6771
MARK KOZELEK,WHAT'S NEXT TO THE MOON,1LP, $	35.00 ,ALTERNATIVE,BRC990,USA,NEW,NEW,Badman Recording Co.,(SUN KIL MOON) 2015 U.S. IMPORT 1st TIME VINYL PRESS OF THE 2001 SOLO ALBUM OF AC/DC COVERS,VY15976
MARK WILLIAMS,MARK WILLIAMS,1LP, $	5.00 ,POP,HSD1040,NZ,VG+,VG+,EMI Music,1975 SOLO DEBUT FROM N.Z. SINGER: RARE ORIG. EMI RECORDS PRESS,VS10819
MARK WIRTZ ORCHESTRA,FANTASTIC TEENAGE FAIR,1LP, $	15.00 ,ROCK,SLK16591,GER,VG+,VG,The Decca Record Company,SCARCE 1968 GERMAN IMPORT DECCA RECORDS PRESS (Check condition),VS18787
MAROON 5,HANDS ALL OVER,1LP, $	30.00 ,POP,5478403,EU,VG+,EX,Interscope Records,2016 REPRESS OF THE 2010 STUDIO ALBUM w/ GATEFOLD COVER & PRINTED INNER,VS21045
